Company Name,Car Name,Variant,Fuel Type,Tyre Condition,Make Year,Owner Type,Registration Number,Mileage,Price,Transmission Type,Body Color,Service Record,Insurance,Registration Certificate,Accessories
Ford,Sunny,GT,CNG,New,2018,Second,62-243-6723,96563,335355,Automatic (Tiptronic),Red,No Service Record,Valid Until [date],Available,Leather Seats
Kia,Camry,SL,Petrol,Needs Replacement,2024,First,56-535-1378,70624,524777,Automatic (Tiptronic),Silver,Full Service History,No Current Insurance,Available,"Leather Seats, Music System, Alloy Wheels, Sunroof"
Nissan,Elantra,XL,Diesel,Used,2022,Third,68-966-4478,101815,627948,Automatic (Tiptronic),Blue,No Service Record,No Current Insurance,Not Available,"GPS, Sunroof, Music System"
Nissan,Elantra,,CNG,Needs Replacement,2019,Third,23-854-1941,128423,969047,Automatic,Maroon,No Service Record,No Current Insurance,Available,
Volkswagen,Cruze,SE,CNG,New,2015,Third,14-731-6698,32680,295539,Automatic (Tiptronic),Blue,Major Service at 130247 km,No Current Insurance,Available,"Music System, GPS, Sunroof"
Chevrolet,Cruze,GT,CNG,New,2023,Second,26-456-3435,184960,603864,Automatic,Grey,No Service Record,Valid Until [date],Not Available,
Maruti Suzuki,Camry,RXE,CNG,New,2015,Third,33-883-6065,194799,366110,Manual,Blue,Full Service History,Valid Until [date],Not Available,GPS
Chevrolet,Sunny,,Petrol,Needs Replacement,2015,Second,75-318-1651,71445,203041,Automatic (Tiptronic),Gold,No Service Record,Valid Until [date],Not Available,
Chevrolet,Camry,EX,Diesel,New,2018,First,43-196-7583,178021,426801,Manual,Black,Major Service at 109748 km,No Current Insurance,Not Available,"Sunroof, Music System"
Kia,Kwid,GT,Petrol,New,2024,Second,99-576-7679,195774,901219,Automatic (Tiptronic),Gold,No Service Record,No Current Insurance,Available,"GPS, Music System, Leather Seats, Alloy Wheels"
Kia,Seltos,XL,Diesel,New,2015,Second,29-357-3005,96961,466443,Automatic (Tiptronic),Black,Full Service History,No Current Insurance,Not Available,"Sunroof, Music System"
Chevrolet,Cruze,XL,Petrol,Used,2023,Third,30-284-4073,39415,980091,Automatic (Tiptronic),Blue,No Service Record,Valid Until [date],Available,"Leather Seats, Music System, Alloy Wheels, Sunroof"
Toyota,Swift,,Petrol,Used,2015,Second,13-517-8542,137145,327328,Manual,Silver,No Service Record,No Current Insurance,Available,"Alloy Wheels, Music System, Leather Seats, GPS"
Maruti Suzuki,Accord,XL,Diesel,Needs Replacement,2018,Third,39-343-6630,117232,427246,Automatic (Tiptronic),Blue,No Service Record,Valid Until [date],Not Available,"Music System, Sunroof"
Kia,Sunny,,CNG,Needs Replacement,2024,Second,77-194-7613,11949,265140,Automatic (Tiptronic),Silver,No Service Record,Valid Until [date],Available,"Music System, Leather Seats, Alloy Wheels"
Toyota,Camry,RXE,CNG,New,2018,Third,19-925-4499,10010,332198,Automatic (Tiptronic),White,Major Service at 93617 km,No Current Insurance,Not Available,"Leather Seats, GPS"
Nissan,Cruze,Highline,Diesel,New,2021,Third,15-501-3918,104689,688627,Automatic (Tiptronic),Grey,Full Service History,No Current Insurance,Not Available,
Maruti Suzuki,Seltos,RXE,Diesel,Needs Replacement,2020,First,81-925-3508,30310,451041,Manual,Maroon,Full Service History,Valid Until [date],Available,"Leather Seats, GPS, Sunroof, Music System"
Kia,Camry,ZXI,Diesel,New,2015,Second,91-307-1294,193218,862461,Manual,Silver,Full Service History,No Current Insurance,Not Available,
Honda,Polo,SE,Diesel,New,2021,Third,49-326-5007,72285,510734,Automatic (Tiptronic),Maroon,Full Service History,No Current Insurance,Available,
Ford,Polo,XL,Diesel,New,2015,Second,99-861-3644,41545,485215,Automatic,Gold,Major Service at 82787 km,No Current Insurance,Available,"Leather Seats, GPS, Music System"
Renault,F-150,SE,Petrol,Needs Replacement,2016,Third,17-760-2125,132540,556866,Manual,Blue,Major Service at 103235 km,No Current Insurance,Not Available,"Music System, Leather Seats, GPS"
Renault,Camry,,Diesel,Needs Replacement,2024,Second,32-515-9227,32220,921324,Automatic,Gold,Full Service History,Valid Until [date],Not Available,"Music System, GPS, Alloy Wheels, Sunroof"
Chevrolet,Polo,,CNG,New,2018,Second,52-444-9548,147924,263914,Automatic (Tiptronic),Grey,No Service Record,Valid Until [date],Not Available,"Music System, Sunroof"
Kia,Elantra,,CNG,Used,2019,Third,97-916-6541,188554,244424,Automatic,Blue,Major Service at 73981 km,No Current Insurance,Not Available,
Nissan,Cruze,EX,Diesel,Needs Replacement,2022,Second,57-870-2057,113310,252061,Automatic,Maroon,Major Service at 53627 km,No Current Insurance,Not Available,"Sunroof, Leather Seats, Alloy Wheels"
Hyundai,Seltos,RXE,Petrol,Needs Replacement,2018,Second,10-608-8011,45722,784945,Manual,Black,Full Service History,No Current Insurance,Available,Music System
Ford,Sunny,ZXI,Diesel,Used,2016,Third,14-386-7905,188449,839663,Manual,Silver,Full Service History,No Current Insurance,Available,"Leather Seats, GPS, Sunroof"
Chevrolet,Sunny,LE,CNG,Needs Replacement,2022,Second,85-244-4250,12130,925553,Automatic,White,No Service Record,Valid Until [date],Available,
Ford,Polo,EX,Diesel,New,2019,Second,92-220-6366,75320,909970,Manual,Maroon,Major Service at 134734 km,Valid Until [date],Available,"GPS, Leather Seats, Sunroof, Music System"
Chevrolet,Sunny,SL,Petrol,Needs Replacement,2019,Third,91-662-6538,12798,652038,Manual,Blue,Full Service History,No Current Insurance,Not Available,"GPS, Music System"
Chevrolet,Elantra,SE,CNG,Needs Replacement,2018,First,80-937-6229,42791,789482,Automatic,Maroon,No Service Record,No Current Insurance,Not Available,"GPS, Sunroof"
Renault,Kwid,XL,Petrol,Needs Replacement,2024,First,86-299-4548,189240,887195,Automatic,Silver,Full Service History,No Current Insurance,Available,
Hyundai,Camry,EX,Petrol,Used,2024,Second,37-650-3122,89296,205972,Manual,Silver,Major Service at 108911 km,Valid Until [date],Not Available,"GPS, Leather Seats"
Toyota,Polo,Highline,Petrol,Needs Replacement,2017,Second,87-403-1192,183547,819587,Automatic,Silver,Major Service at 144411 km,Valid Until [date],Available,"GPS, Music System, Sunroof"
Kia,Elantra,,Diesel,New,2018,Third,11-648-6295,94850,461408,Automatic,Maroon,Full Service History,Valid Until [date],Not Available,"Leather Seats, GPS, Sunroof"
Hyundai,Sunny,EX,Petrol,Needs Replacement,2020,Third,57-672-2467,24359,959837,Automatic (Tiptronic),Red,Full Service History,No Current Insurance,Not Available,Leather Seats
Hyundai,Elantra,XL,Petrol,Needs Replacement,2020,Third,99-299-4853,173211,214733,Manual,Maroon,Major Service at 85003 km,No Current Insurance,Available,
Maruti Suzuki,Polo,LE,CNG,Needs Replacement,2019,Second,83-813-3392,101763,219337,Automatic (Tiptronic),Silver,Full Service History,No Current Insurance,Not Available,"Sunroof, GPS, Music System"
Chevrolet,Camry,,Diesel,Needs Replacement,2015,Second,99-972-3380,161504,838218,Automatic,Gold,No Service Record,Valid Until [date],Not Available,"Leather Seats, Music System, Alloy Wheels"
Chevrolet,Sunny,LE,CNG,Used,2022,Second,31-875-5968,115122,295767,Manual,Red,No Service Record,Valid Until [date],Not Available,"Leather Seats, GPS, Music System, Sunroof"
Ford,F-150,,CNG,Used,2015,First,30-383-5183,53287,681186,Automatic,Grey,Full Service History,Valid Until [date],Available,Leather Seats
Hyundai,Cruze,SL,Petrol,Needs Replacement,2018,Third,22-566-4066,25035,883990,Automatic (Tiptronic),Maroon,Full Service History,Valid Until [date],Not Available,"Alloy Wheels, Leather Seats, GPS"
Kia,Sunny,XL,Petrol,New,2023,First,61-995-8309,139817,336615,Manual,Blue,Major Service at 145930 km,Valid Until [date],Not Available,"Leather Seats, GPS, Alloy Wheels, Sunroof"
Nissan,Seltos,RXE,Diesel,Used,2024,First,66-645-5197,163850,448277,Automatic (Tiptronic),Black,Full Service History,Valid Until [date],Available,Leather Seats
Renault,Elantra,Highline,Diesel,Used,2020,Third,50-688-1878,132193,703006,Manual,White,Major Service at 101845 km,Valid Until [date],Not Available,
Renault,Kwid,GT,Petrol,Used,2022,Second,60-395-1957,50799,609846,Manual,Black,No Service Record,No Current Insurance,Available,"Leather Seats, GPS"
Hyundai,Polo,EX,Diesel,New,2021,Second,99-107-3215,93506,910493,Automatic,Red,No Service Record,No Current Insurance,Available,Music System
Kia,F-150,RXE,Petrol,Used,2019,First,37-179-6676,125916,853226,Automatic (Tiptronic),Red,Full Service History,No Current Insurance,Not Available,Sunroof
Renault,Seltos,LE,Diesel,New,2019,Third,60-780-3186,24577,933273,Automatic (Tiptronic),Grey,Full Service History,Valid Until [date],Available,"GPS, Leather Seats, Sunroof"
Maruti Suzuki,Sunny,GT,Petrol,Needs Replacement,2017,Third,81-199-3547,187843,223028,Automatic,Gold,No Service Record,No Current Insurance,Available,"Alloy Wheels, Sunroof, Leather Seats"
Nissan,Elantra,SE,CNG,New,2023,Third,60-765-1919,69692,294570,Automatic,Maroon,Full Service History,No Current Insurance,Not Available,"GPS, Music System, Leather Seats, Alloy Wheels"
Kia,Seltos,,CNG,New,2018,Third,81-308-1903,130702,744465,Automatic,Silver,Full Service History,No Current Insurance,Not Available,
Nissan,Polo,Highline,Petrol,Needs Replacement,2016,Third,68-526-4361,124160,462088,Automatic (Tiptronic),Blue,Major Service at 75730 km,No Current Insurance,Not Available,Sunroof
Maruti Suzuki,Swift,XL,Petrol,Used,2024,First,27-772-1762,90675,696890,Automatic (Tiptronic),White,No Service Record,Valid Until [date],Available,"GPS, Music System"
Ford,Swift,GT,CNG,New,2023,Second,17-924-1281,19765,507917,Automatic,White,Major Service at 134241 km,No Current Insurance,Available,"GPS, Sunroof, Leather Seats"
Renault,Polo,RXE,CNG,New,2021,First,75-714-7587,78925,234676,Automatic (Tiptronic),Maroon,Full Service History,Valid Until [date],Not Available,"GPS, Sunroof, Leather Seats"
Ford,Kwid,ZXI,Petrol,Needs Replacement,2016,Third,86-439-6811,126437,245424,Manual,Grey,Major Service at 74390 km,Valid Until [date],Not Available,"Music System, Leather Seats"
Honda,Accord,LE,Diesel,New,2015,Second,53-800-2625,63638,567554,Manual,Maroon,No Service Record,Valid Until [date],Not Available,"Leather Seats, GPS, Alloy Wheels"
Hyundai,Polo,Highline,Diesel,New,2018,Second,56-543-8733,116983,350725,Automatic (Tiptronic),White,No Service Record,Valid Until [date],Not Available,Alloy Wheels
Maruti Suzuki,Seltos,XL,CNG,Used,2018,First,45-703-7417,113037,357141,Automatic,Black,No Service Record,No Current Insurance,Not Available,
Ford,Polo,SE,CNG,Used,2016,Third,56-285-1144,136045,441958,Automatic (Tiptronic),Gold,No Service Record,No Current Insurance,Available,"GPS, Alloy Wheels, Music System"
Hyundai,F-150,RXE,CNG,Needs Replacement,2022,First,59-838-6104,33223,893941,Automatic,White,No Service Record,No Current Insurance,Available,"GPS, Music System, Alloy Wheels, Sunroof"
Kia,Accord,RXE,CNG,Needs Replacement,2021,Second,54-151-9544,187845,777294,Automatic (Tiptronic),Silver,Major Service at 105328 km,No Current Insurance,Not Available,Sunroof
Maruti Suzuki,Cruze,EX,CNG,New,2020,Second,88-715-9598,27531,276419,Automatic (Tiptronic),Red,Major Service at 97481 km,No Current Insurance,Available,
Nissan,Accord,Highline,Diesel,Needs Replacement,2017,Second,25-782-6440,140056,951681,Automatic,Gold,Full Service History,Valid Until [date],Not Available,"Leather Seats, GPS, Sunroof, Alloy Wheels"
Honda,F-150,LE,Diesel,Needs Replacement,2015,Third,61-674-7944,98304,890788,Automatic (Tiptronic),Maroon,Major Service at 105380 km,Valid Until [date],Not Available,
Hyundai,Kwid,ZXI,Diesel,Needs Replacement,2017,First,17-152-8716,114499,743678,Automatic (Tiptronic),Blue,No Service Record,Valid Until [date],Not Available,"Music System, Alloy Wheels, GPS"
Maruti Suzuki,Swift,Highline,Diesel,Needs Replacement,2024,Second,14-275-4116,156401,737804,Manual,Silver,No Service Record,No Current Insurance,Available,
Toyota,Camry,ZXI,CNG,Needs Replacement,2020,Third,26-846-7696,137451,817980,Automatic,Gold,Major Service at 55125 km,No Current Insurance,Available,"Music System, Sunroof"
Chevrolet,Accord,RXE,Petrol,Used,2017,Third,97-663-3852,21406,525968,Automatic (Tiptronic),Grey,Major Service at 136548 km,Valid Until [date],Available,"Sunroof, GPS, Alloy Wheels"
Honda,Camry,,Petrol,New,2016,Second,98-488-1824,166023,951838,Automatic,Red,No Service Record,Valid Until [date],Available,Music System
Ford,Elantra,RXE,CNG,Used,2017,First,60-373-3878,189625,236430,Automatic (Tiptronic),Grey,No Service Record,No Current Insurance,Available,
Nissan,Swift,EX,Diesel,New,2019,Second,70-704-2852,148000,969085,Automatic,Grey,Full Service History,No Current Insurance,Not Available,Sunroof
Ford,Camry,ZXI,CNG,New,2017,Third,19-193-8564,85074,772100,Automatic (Tiptronic),White,No Service Record,Valid Until [date],Not Available,GPS
Nissan,Accord,RXE,Petrol,Used,2019,Third,40-240-5308,169010,744521,Manual,Blue,No Service Record,No Current Insurance,Available,"Sunroof, Leather Seats"
Renault,Sunny,ZXI,Petrol,Needs Replacement,2019,First,19-380-7562,151338,837367,Manual,Gold,Full Service History,Valid Until [date],Not Available,"Leather Seats, Alloy Wheels"
Ford,Swift,RXE,CNG,Used,2019,First,24-579-7311,179144,900019,Automatic,Red,No Service Record,No Current Insurance,Available,Sunroof
Chevrolet,Cruze,SL,Petrol,New,2020,First,60-636-4679,111914,900139,Manual,Gold,Full Service History,No Current Insurance,Not Available,
Chevrolet,Seltos,ZXI,Petrol,New,2023,Third,64-775-9459,192615,295178,Manual,White,No Service Record,Valid Until [date],Not Available,
Renault,Accord,,Petrol,Needs Replacement,2022,First,72-285-5157,134708,591376,Manual,Blue,No Service Record,Valid Until [date],Not Available,"Alloy Wheels, GPS"
Chevrolet,Seltos,EX,CNG,Used,2021,Third,79-465-6379,23469,909987,Automatic (Tiptronic),White,No Service Record,No Current Insurance,Available,
Hyundai,Accord,XL,CNG,Used,2015,Second,78-434-4548,93123,357926,Automatic,Maroon,No Service Record,Valid Until [date],Available,"Sunroof, Music System"
Toyota,Seltos,EX,CNG,Used,2022,Second,31-179-5821,41977,384937,Manual,Grey,Major Service at 78223 km,Valid Until [date],Available,
Volkswagen,Elantra,Highline,Diesel,Needs Replacement,2020,First,24-234-4085,51575,986337,Manual,Black,Major Service at 80187 km,Valid Until [date],Not Available,Sunroof
Kia,Polo,SE,Petrol,Used,2023,First,94-849-8934,138848,442600,Manual,Gold,No Service Record,No Current Insurance,Available,"Music System, Leather Seats, GPS"
Renault,Swift,ZXI,Petrol,New,2015,Second,18-232-8152,155800,701779,Manual,Red,No Service Record,No Current Insurance,Not Available,"GPS, Alloy Wheels, Sunroof, Leather Seats"
Chevrolet,F-150,GT,Petrol,Needs Replacement,2015,Second,31-422-6557,187374,446466,Automatic (Tiptronic),Red,Full Service History,No Current Insurance,Not Available,"Music System, Sunroof, Leather Seats, Alloy Wheels"
Maruti Suzuki,Kwid,SE,Petrol,Needs Replacement,2022,First,59-500-4382,185439,726957,Manual,White,No Service Record,No Current Insurance,Not Available,"Leather Seats, GPS, Music System"
Ford,F-150,SL,Petrol,Needs Replacement,2023,First,73-693-2981,189615,679426,Automatic,Maroon,Major Service at 52590 km,Valid Until [date],Not Available,Alloy Wheels
Kia,Cruze,GT,CNG,Needs Replacement,2022,Second,43-171-9024,47306,862008,Automatic,Maroon,Full Service History,No Current Insurance,Not Available,
Renault,Cruze,GT,CNG,Used,2018,Third,14-673-7094,29466,347055,Automatic,Gold,Full Service History,Valid Until [date],Available,Sunroof
Chevrolet,Swift,,Petrol,Used,2015,Third,52-637-5866,161754,328456,Automatic (Tiptronic),Gold,Full Service History,Valid Until [date],Not Available,"Sunroof, GPS, Alloy Wheels"
Renault,Seltos,ZXI,CNG,New,2016,First,38-434-8397,123427,206652,Automatic (Tiptronic),Gold,Major Service at 109985 km,No Current Insurance,Available,"Leather Seats, GPS"
Maruti Suzuki,Camry,LE,CNG,Needs Replacement,2017,Second,51-419-6380,88727,788541,Manual,Blue,No Service Record,Valid Until [date],Available,"Alloy Wheels, Music System, GPS"
Renault,Kwid,XL,Diesel,Needs Replacement,2018,Second,27-447-1999,168648,709113,Automatic (Tiptronic),Blue,No Service Record,No Current Insurance,Available,"GPS, Leather Seats, Sunroof, Music System"
Nissan,Seltos,XL,Diesel,Needs Replacement,2017,Second,18-473-4261,10080,412268,Automatic (Tiptronic),Blue,No Service Record,Valid Until [date],Available,
Maruti Suzuki,Camry,GT,Petrol,Used,2017,Third,35-762-1640,72948,826768,Automatic,White,Full Service History,Valid Until [date],Not Available,"Music System, Sunroof"
Volkswagen,F-150,SE,CNG,Used,2020,First,67-329-1714,191415,577133,Automatic (Tiptronic),Red,No Service Record,Valid Until [date],Available,"GPS, Alloy Wheels"
Ford,Polo,GT,Diesel,Needs Replacement,2015,First,37-548-4082,86120,760708,Automatic (Tiptronic),Red,No Service Record,No Current Insurance,Not Available,"Alloy Wheels, Leather Seats"
Hyundai,Camry,,CNG,New,2020,First,75-844-6170,123407,619828,Automatic,Gold,Major Service at 135216 km,No Current Insurance,Available,"Alloy Wheels, GPS"
Kia,Elantra,SE,Petrol,New,2016,First,56-395-3271,74481,404353,Automatic (Tiptronic),Gold,No Service Record,No Current Insurance,Not Available,GPS
Nissan,Accord,XL,Diesel,Needs Replacement,2017,Second,84-455-3966,123335,788351,Manual,Silver,Major Service at 124869 km,No Current Insurance,Not Available,"Sunroof, GPS, Alloy Wheels"
Nissan,Swift,SE,CNG,New,2020,First,14-379-7262,177615,881159,Automatic,Silver,Major Service at 98366 km,Valid Until [date],Available,"Leather Seats, Music System, Sunroof, Alloy Wheels"
Renault,Swift,,Diesel,New,2023,First,54-147-9551,15366,577361,Automatic,Gold,Full Service History,Valid Until [date],Available,"Leather Seats, GPS"
Ford,Accord,Highline,Petrol,Needs Replacement,2023,First,65-430-8306,70871,567919,Manual,Maroon,Major Service at 120521 km,No Current Insurance,Available,GPS
Honda,Cruze,SL,Petrol,New,2015,Third,71-597-1245,37655,541457,Automatic,Maroon,Full Service History,No Current Insurance,Available,"Leather Seats, Music System, GPS"
Honda,Elantra,RXE,Petrol,Needs Replacement,2019,First,28-934-2990,13522,505944,Automatic,Red,No Service Record,No Current Insurance,Not Available,"Sunroof, Music System, Alloy Wheels, GPS"
Honda,Seltos,ZXI,Petrol,Needs Replacement,2024,First,55-931-7976,36984,752110,Automatic (Tiptronic),Grey,Major Service at 92259 km,No Current Insurance,Not Available,"Alloy Wheels, Leather Seats, GPS"
